Country,Year,Continent,Index Name,Rate
Brazil,2021,Americas,Traffic Commute Time Index,41.71
India,2021,Asia,Traffic Commute Time Index,46.66
Morocco,2021,Africa,Traffic Commute Time Index,36.3
China,2021,Asia,Traffic Commute Time Index,40.89
Azerbaijan,2021,Asia,Traffic Commute Time Index,39.41
Russian Federation,2021,Europe,Traffic Commute Time Index,44.6
Colombia,2021,Americas,Traffic Commute Time Index,47.34
Thailand,2021,Asia,Traffic Commute Time Index,39.19
Chile,2021,Americas,Traffic Commute Time Index,35.56
Hong Kong,2021,Asia,Traffic Commute Time Index,42.28
Kazakhstan,2021,Asia,Traffic Commute Time Index,33.64
Lebanon,2021,Asia,Traffic Commute Time Index,39.06
Indonesia,2021,Asia,Traffic Commute Time Index,43.4
Vietnam,2021,Asia,Traffic Commute Time Index,29.61
Egypt,2021,Africa,Traffic Commute Time Index,49.08
Peru,2021,Americas,Traffic Commute Time Index,48.81
Sri Lanka,2021,Asia,Traffic Commute Time Index,57.2
Philippines,2021,Asia,Traffic Commute Time Index,44.04
Kenya,2021,Africa,Traffic Commute Time Index,57.39
Bangladesh,2021,Asia,Traffic Commute Time Index,58.53
Iran,2021,Asia,Traffic Commute Time Index,47.43
Nigeria,2021,Africa,Traffic Commute Time Index,61.68
Denmark,2020,Europe,Traffic Commute Time Index,28.85
Switzerland,2020,Europe,Traffic Commute Time Index,29.09
Finland,2020,Europe,Traffic Commute Time Index,29.9
Australia,2020,Oceania,Traffic Commute Time Index,34.73
Netherlands,2020,Europe,Traffic Commute Time Index,29.43
Austria,2020,Europe,Traffic Commute Time Index,26.27
Iceland,2020,Europe,Traffic Commute Time Index,20.1
New Zealand,2020,Oceania,Traffic Commute Time Index,31.1
Germany,2020,Europe,Traffic Commute Time Index,30.98
Estonia,2020,Europe,Traffic Commute Time Index,24.53
Sweden,2020,Europe,Traffic Commute Time Index,30.49
Norway,2020,Europe,Traffic Commute Time Index,26.99
Slovenia,2020,Europe,Traffic Commute Time Index,27.3
United States of America,2020,Americas,Traffic Commute Time Index,32.89
Spain,2020,Europe,Traffic Commute Time Index,29.1
Japan,2020,Asia,Traffic Commute Time Index,39.15
Oman,2020,Asia,Traffic Commute Time Index,22.8
Canada,2020,Americas,Traffic Commute Time Index,33.87
Portugal,2020,Europe,Traffic Commute Time Index,30
United Kingdom,2020,Europe,Traffic Commute Time Index,34.53
Qatar,2020,Asia,Traffic Commute Time Index,29.72
Lithuania,2020,Europe,Traffic Commute Time Index,26.08
Croatia,2020,Europe,Traffic Commute Time Index,29.11
United Arab Emirates,2020,Asia,Traffic Commute Time Index,36.85
Czech Republic,2020,Europe,Traffic Commute Time Index,29.65
France,2020,Europe,Traffic Commute Time Index,34.76
Ireland,2020,Europe,Traffic Commute Time Index,37.68
Belgium,2020,Europe,Traffic Commute Time Index,36.15
Slovakia,2020,Europe,Traffic Commute Time Index,29.11
Saudi Arabia,2020,Asia,Traffic Commute Time Index,28.61
Latvia,2020,Europe,Traffic Commute Time Index,32.89
Israel,2020,Asia,Traffic Commute Time Index,35.91
Cyprus,2020,Asia,Traffic Commute Time Index,23.95
Singapore,2020,Asia,Traffic Commute Time Index,41.31
Taiwan,2020,Asia,Traffic Commute Time Index,31.93
Poland,2020,Europe,Traffic Commute Time Index,31.72
Italy,2020,Europe,Traffic Commute Time Index,34.42
South Korea,2020,Asia,Traffic Commute Time Index,39.57
Belarus,2020,Europe,Traffic Commute Time Index,30.68
Greece,2020,Europe,Traffic Commute Time Index,33.84
Romania,2020,Europe,Traffic Commute Time Index,34.75
South Africa,2020,Africa,Traffic Commute Time Index,39.43
Bulgaria,2020,Europe,Traffic Commute Time Index,29.39
Hungary,2020,Europe,Traffic Commute Time Index,35.78
Turkey,2020,Asia,Traffic Commute Time Index,44.65
Uruguay,2020,Americas,Traffic Commute Time Index,39.89
Ecuador,2020,Americas,Traffic Commute Time Index,37.55
Bosnia And Herzegovina,2020,Europe,Traffic Commute Time Index,26.67
Chile,2020,Americas,Traffic Commute Time Index,35.44
Mexico,2020,Americas,Traffic Commute Time Index,39.39
Malaysia,2020,Asia,Traffic Commute Time Index,37.03
Serbia,2020,Europe,Traffic Commute Time Index,30.43
Georgia,2020,Asia,Traffic Commute Time Index,36.02
Kuwait,2020,Asia,Traffic Commute Time Index,34.44
Argentina,2020,Americas,Traffic Commute Time Index,43.08
Jordan,2020,Asia,Traffic Commute Time Index,42.03
North Macedonia,2020,Europe,Traffic Commute Time Index,27.61
India,2020,Asia,Traffic Commute Time Index,46.99
Panama,2020,Americas,Traffic Commute Time Index,36.48
Lebanon,2020,Asia,Traffic Commute Time Index,37.38
Colombia,2020,Americas,Traffic Commute Time Index,47.49
Brazil,2020,Americas,Traffic Commute Time Index,41.7
Morocco,2020,Africa,Traffic Commute Time Index,36.89
Pakistan,2020,Asia,Traffic Commute Time Index,38.56
Ukraine,2020,Europe,Traffic Commute Time Index,38.65
China,2020,Asia,Traffic Commute Time Index,41.81
Russian Federation,2020,Europe,Traffic Commute Time Index,45.3
Thailand,2020,Asia,Traffic Commute Time Index,38.23
Hong Kong,2020,Asia,Traffic Commute Time Index,41.46
Indonesia,2020,Asia,Traffic Commute Time Index,43.11
Kazakhstan,2020,Asia,Traffic Commute Time Index,31.08
Vietnam,2020,Asia,Traffic Commute Time Index,30.17
Egypt,2020,Africa,Traffic Commute Time Index,49.78
Peru,2020,Americas,Traffic Commute Time Index,48.33
Philippines,2020,Asia,Traffic Commute Time Index,44.63
Sri Lanka,2020,Asia,Traffic Commute Time Index,59.01
Iran,2020,Asia,Traffic Commute Time Index,48.01
Kenya,2020,Africa,Traffic Commute Time Index,56.65
Bangladesh,2020,Asia,Traffic Commute Time Index,56.73
Nigeria,2020,Africa,Traffic Commute Time Index,61.08
Denmark,2019,Europe,Traffic Commute Time Index,28.51
Switzerland,2019,Europe,Traffic Commute Time Index,29.05
Finland,2019,Europe,Traffic Commute Time Index,30.41
Australia,2019,Oceania,Traffic Commute Time Index,35.29
Austria,2019,Europe,Traffic Commute Time Index,25.15
Netherlands,2019,Europe,Traffic Commute Time Index,29.87
Iceland,2019,Europe,Traffic Commute Time Index,19.74
Germany,2019,Europe,Traffic Commute Time Index,29.91
New Zealand,2019,Oceania,Traffic Commute Time Index,31.19
Norway,2019,Europe,Traffic Commute Time Index,27.12
Estonia,2019,Europe,Traffic Commute Time Index,25.75
Japan,2019,Asia,Traffic Commute Time Index,40.03
United States of America,2019,Americas,Traffic Commute Time Index,32.87
Sweden,2019,Europe,Traffic Commute Time Index,30.29
Slovenia,2019,Europe,Traffic Commute Time Index,24.81
Spain,2019,Europe,Traffic Commute Time Index,29.42
United Kingdom,2019,Europe,Traffic Commute Time Index,34.62
Canada,2019,Americas,Traffic Commute Time Index,33.77
Qatar,2019,Asia,Traffic Commute Time Index,31.71
United Arab Emirates,2019,Asia,Traffic Commute Time Index,37.46
Croatia,2019,Europe,Traffic Commute Time Index,29.11
Portugal,2019,Europe,Traffic Commute Time Index,29.02
Belgium,2019,Europe,Traffic Commute Time Index,34.86
Ireland,2019,Europe,Traffic Commute Time Index,35.85
Czech Republic,2019,Europe,Traffic Commute Time Index,30.02
France,2019,Europe,Traffic Commute Time Index,35.27
Cyprus,2019,Asia,Traffic Commute Time Index,20.27
Singapore,2019,Asia,Traffic Commute Time Index,42.15
Lithuania,2019,Europe,Traffic Commute Time Index,27.15
Israel,2019,Asia,Traffic Commute Time Index,36.32
Slovakia,2019,Europe,Traffic Commute Time Index,29.58
Saudi Arabia,2019,Asia,Traffic Commute Time Index,29.61
South Korea,2019,Asia,Traffic Commute Time Index,40.02
Latvia,2019,Europe,Traffic Commute Time Index,31.45
Poland,2019,Europe,Traffic Commute Time Index,32.15
Italy,2019,Europe,Traffic Commute Time Index,34.69
Belarus,2019,Europe,Traffic Commute Time Index,28.78
Romania,2019,Europe,Traffic Commute Time Index,34.36
Greece,2019,Europe,Traffic Commute Time Index,32.2
South Africa,2019,Africa,Traffic Commute Time Index,40.33
Hungary,2019,Europe,Traffic Commute Time Index,35.17
Taiwan,2019,Asia,Traffic Commute Time Index,30.9
Bulgaria,2019,Europe,Traffic Commute Time Index,28.79
Turkey,2019,Asia,Traffic Commute Time Index,44.77
Bosnia And Herzegovina,2019,Europe,Traffic Commute Time Index,26.43
Chile,2019,Americas,Traffic Commute Time Index,36.79
Mexico,2019,Americas,Traffic Commute Time Index,39.08
Argentina,2019,Americas,Traffic Commute Time Index,43.04
Malaysia,2019,Asia,Traffic Commute Time Index,35.25
Georgia,2019,Asia,Traffic Commute Time Index,34.34
Serbia,2019,Europe,Traffic Commute Time Index,29.74
India,2019,Asia,Traffic Commute Time Index,45.71
Panama,2019,Americas,Traffic Commute Time Index,36.48
Jordan,2019,Asia,Traffic Commute Time Index,42.43
Lebanon,2019,Asia,Traffic Commute Time Index,37.36
North Macedonia,2019,Europe,Traffic Commute Time Index,27.94
Colombia,2019,Americas,Traffic Commute Time Index,45.06
Indonesia,2019,Asia,Traffic Commute Time Index,42.93
Russian Federation,2019,Europe,Traffic Commute Time Index,46
Pakistan,2019,Asia,Traffic Commute Time Index,38.63
Thailand,2019,Asia,Traffic Commute Time Index,39.4
Ukraine,2019,Europe,Traffic Commute Time Index,37.36
Hong Kong,2019,Asia,Traffic Commute Time Index,41
Brazil,2019,Americas,Traffic Commute Time Index,43.37
China,2019,Asia,Traffic Commute Time Index,42.46
Sri Lanka,2019,Asia,Traffic Commute Time Index,51.9
Philippines,2019,Asia,Traffic Commute Time Index,44.15
Vietnam,2019,Asia,Traffic Commute Time Index,28.33
Kazakhstan,2019,Asia,Traffic Commute Time Index,29.75
Iran,2019,Asia,Traffic Commute Time Index,48.38
Egypt,2019,Africa,Traffic Commute Time Index,49.17
Denmark,2018,Europe,Traffic Commute Time Index,28.53
Finland,2018,Europe,Traffic Commute Time Index,33.23
Netherlands,2018,Europe,Traffic Commute Time Index,32.73
Switzerland,2018,Europe,Traffic Commute Time Index,29.28
Austria,2018,Europe,Traffic Commute Time Index,27.02
Germany,2018,Europe,Traffic Commute Time Index,31.25
Australia,2018,Oceania,Traffic Commute Time Index,36.32
New Zealand,2018,Oceania,Traffic Commute Time Index,34.48
United States of America,2018,Americas,Traffic Commute Time Index,34.74
Sweden,2018,Europe,Traffic Commute Time Index,30.68
Estonia,2018,Europe,Traffic Commute Time Index,32.73
Norway,2018,Europe,Traffic Commute Time Index,31.04
Japan,2018,Asia,Traffic Commute Time Index,44.48
Slovenia,2018,Europe,Traffic Commute Time Index,27.78
Spain,2018,Europe,Traffic Commute Time Index,31.42
Canada,2018,Americas,Traffic Commute Time Index,36.07
United Kingdom,2018,Europe,Traffic Commute Time Index,35.75
Portugal,2018,Europe,Traffic Commute Time Index,30.28
France,2018,Europe,Traffic Commute Time Index,35.03
Belgium,2018,Europe,Traffic Commute Time Index,34.63
United Arab Emirates,2018,Asia,Traffic Commute Time Index,37.49
Ireland,2018,Europe,Traffic Commute Time Index,37.47
Taiwan,2018,Asia,Traffic Commute Time Index,33.15
Croatia,2018,Europe,Traffic Commute Time Index,29.55
Czech Republic,2018,Europe,Traffic Commute Time Index,30.3
Qatar,2018,Asia,Traffic Commute Time Index,34.78
South Korea,2018,Asia,Traffic Commute Time Index,37.24
Slovakia,2018,Europe,Traffic Commute Time Index,32.17
Israel,2018,Asia,Traffic Commute Time Index,36.73
Singapore,2018,Asia,Traffic Commute Time Index,45.99
Saudi Arabia,2018,Asia,Traffic Commute Time Index,34.01
Lithuania,2018,Europe,Traffic Commute Time Index,28.69
Poland,2018,Europe,Traffic Commute Time Index,33.6
Italy,2018,Europe,Traffic Commute Time Index,37.01
Romania,2018,Europe,Traffic Commute Time Index,33.4
South Africa,2018,Africa,Traffic Commute Time Index,43.26
Greece,2018,Europe,Traffic Commute Time Index,32.16
Hungary,2018,Europe,Traffic Commute Time Index,34.12
Argentina,2018,Americas,Traffic Commute Time Index,41.55
Bulgaria,2018,Europe,Traffic Commute Time Index,31.12
Bosnia And Herzegovina,2018,Europe,Traffic Commute Time Index,27.48
Turkey,2018,Asia,Traffic Commute Time Index,46.29
Mexico,2018,Americas,Traffic Commute Time Index,42.03
Serbia,2018,Europe,Traffic Commute Time Index,28.95
Chile,2018,Americas,Traffic Commute Time Index,35.07
India,2018,Asia,Traffic Commute Time Index,46.76
Malaysia,2018,Asia,Traffic Commute Time Index,37.6
Indonesia,2018,Asia,Traffic Commute Time Index,42.75
Colombia,2018,Americas,Traffic Commute Time Index,48.1
Hong Kong,2018,Asia,Traffic Commute Time Index,41.26
Russian Federation,2018,Europe,Traffic Commute Time Index,48.26
Thailand,2018,Asia,Traffic Commute Time Index,39.21
Pakistan,2018,Asia,Traffic Commute Time Index,41.55
Brazil,2018,Americas,Traffic Commute Time Index,45.27
China,2018,Asia,Traffic Commute Time Index,42.55
Philippines,2018,Asia,Traffic Commute Time Index,44.24
Ukraine,2018,Europe,Traffic Commute Time Index,38.5
Iran,2018,Asia,Traffic Commute Time Index,49.46
Egypt,2018,Africa,Traffic Commute Time Index,46.69
Vietnam,2018,Asia,Traffic Commute Time Index,31.1
Austria,2017,Europe,Traffic Commute Time Index,26.27
Germany,2017,Europe,Traffic Commute Time Index,30.55
Denmark,2017,Europe,Traffic Commute Time Index,28.42
New Zealand,2017,Oceania,Traffic Commute Time Index,30.23
Spain,2017,Europe,Traffic Commute Time Index,32.63
Finland,2017,Europe,Traffic Commute Time Index,34.92
United States of America,2017,Americas,Traffic Commute Time Index,34.58
Portugal,2017,Europe,Traffic Commute Time Index,30.44
Australia,2017,Oceania,Traffic Commute Time Index,34.73
Slovenia,2017,Europe,Traffic Commute Time Index,26.48
Netherlands,2017,Europe,Traffic Commute Time Index,33.9
Switzerland,2017,Europe,Traffic Commute Time Index,28.3
United Kingdom,2017,Europe,Traffic Commute Time Index,34.6
Sweden,2017,Europe,Traffic Commute Time Index,31.6
Estonia,2017,Europe,Traffic Commute Time Index,26.71
Croatia,2017,Europe,Traffic Commute Time Index,28.45
Canada,2017,Americas,Traffic Commute Time Index,36.24
Ireland,2017,Europe,Traffic Commute Time Index,35.01
Cyprus,2017,Asia,Traffic Commute Time Index,20.32
Norway,2017,Europe,Traffic Commute Time Index,31.32
Czech Republic,2017,Europe,Traffic Commute Time Index,31.98
South Korea,2017,Asia,Traffic Commute Time Index,34.18
Belgium,2017,Europe,Traffic Commute Time Index,36.26
France,2017,Europe,Traffic Commute Time Index,35.81
Israel,2017,Asia,Traffic Commute Time Index,36.52
Slovakia,2017,Europe,Traffic Commute Time Index,36.03
Poland,2017,Europe,Traffic Commute Time Index,34.55
Taiwan,2017,Asia,Traffic Commute Time Index,32.69
Greece,2017,Europe,Traffic Commute Time Index,31.6
Japan,2017,Asia,Traffic Commute Time Index,46.81
Saudi Arabia,2017,Asia,Traffic Commute Time Index,36.31
South Africa,2017,Africa,Traffic Commute Time Index,42.98
Romania,2017,Europe,Traffic Commute Time Index,31.97
Italy,2017,Europe,Traffic Commute Time Index,36.38
Argentina,2017,Americas,Traffic Commute Time Index,37.95
United Arab Emirates,2017,Asia,Traffic Commute Time Index,35.05
Bosnia And Herzegovina,2017,Europe,Traffic Commute Time Index,26.63
Hungary,2017,Europe,Traffic Commute Time Index,33.09
Bulgaria,2017,Europe,Traffic Commute Time Index,27.92
Chile,2017,Americas,Traffic Commute Time Index,35.7
Serbia,2017,Europe,Traffic Commute Time Index,29.93
Qatar,2017,Asia,Traffic Commute Time Index,32.97
Lithuania,2017,Europe,Traffic Commute Time Index,28
Turkey,2017,Asia,Traffic Commute Time Index,47.58
Mexico,2017,Americas,Traffic Commute Time Index,41.66
Belarus,2017,Europe,Traffic Commute Time Index,27.66
Jordan,2017,Asia,Traffic Commute Time Index,47.76
North Macedonia,2017,Europe,Traffic Commute Time Index,33.79
Colombia,2017,Americas,Traffic Commute Time Index,43.77
Lebanon,2017,Asia,Traffic Commute Time Index,36.15
India,2017,Asia,Traffic Commute Time Index,46.38
Iran,2017,Asia,Traffic Commute Time Index,49.7
Brazil,2017,Americas,Traffic Commute Time Index,46.39
Hong Kong,2017,Asia,Traffic Commute Time Index,42.22
Pakistan,2017,Asia,Traffic Commute Time Index,38.69
Egypt,2017,Africa,Traffic Commute Time Index,48.84
China,2017,Asia,Traffic Commute Time Index,43.87
Sri Lanka,2017,Asia,Traffic Commute Time Index,47.19
Ukraine,2017,Europe,Traffic Commute Time Index,39.16
Singapore,2017,Asia,Traffic Commute Time Index,43.39
Russian Federation,2017,Europe,Traffic Commute Time Index,48.57
Indonesia,2017,Asia,Traffic Commute Time Index,49.44
Thailand,2017,Asia,Traffic Commute Time Index,43.56
Philippines,2017,Asia,Traffic Commute Time Index,45.14
Malaysia,2017,Asia,Traffic Commute Time Index,39.4
Vietnam,2017,Asia,Traffic Commute Time Index,33
Venezuela,2017,Americas,Traffic Commute Time Index,46.24
Switzerland,2016,Europe,Traffic Commute Time Index,28.73
Denmark,2016,Europe,Traffic Commute Time Index,25.64
New Zealand,2016,Oceania,Traffic Commute Time Index,31.1
Germany,2016,Europe,Traffic Commute Time Index,29.07
Australia,2016,Oceania,Traffic Commute Time Index,34.65
Austria,2016,Europe,Traffic Commute Time Index,26.79
Netherlands,2016,Europe,Traffic Commute Time Index,35.51
Norway,2016,Europe,Traffic Commute Time Index,29.48
Spain,2016,Europe,Traffic Commute Time Index,30.52
Sweden,2016,Europe,Traffic Commute Time Index,32.05
Finland,2016,Europe,Traffic Commute Time Index,32.89
United States of America,2016,Americas,Traffic Commute Time Index,33.35
Portugal,2016,Europe,Traffic Commute Time Index,30.56
United Kingdom,2016,Europe,Traffic Commute Time Index,35.53
Canada,2016,Americas,Traffic Commute Time Index,37.79
Japan,2016,Asia,Traffic Commute Time Index,48.35
Slovenia,2016,Europe,Traffic Commute Time Index,25
France,2016,Europe,Traffic Commute Time Index,31.98
Croatia,2016,Europe,Traffic Commute Time Index,30.03
Ireland,2016,Europe,Traffic Commute Time Index,32.31
South Korea,2016,Asia,Traffic Commute Time Index,30.93
Czech Republic,2016,Europe,Traffic Commute Time Index,32.48
Israel,2016,Asia,Traffic Commute Time Index,37.76
Greece,2016,Europe,Traffic Commute Time Index,29.09
Belgium,2016,Europe,Traffic Commute Time Index,36.19
Italy,2016,Europe,Traffic Commute Time Index,36.49
Saudi Arabia,2016,Asia,Traffic Commute Time Index,38.7
South Africa,2016,Africa,Traffic Commute Time Index,43.18
Poland,2016,Europe,Traffic Commute Time Index,34.51
Chile,2016,Americas,Traffic Commute Time Index,33.81
Bosnia And Herzegovina,2016,Europe,Traffic Commute Time Index,23.41
Romania,2016,Europe,Traffic Commute Time Index,33.29
United Arab Emirates,2016,Asia,Traffic Commute Time Index,33.69
Bulgaria,2016,Europe,Traffic Commute Time Index,28.66
Hungary,2016,Europe,Traffic Commute Time Index,31.78
Argentina,2016,Americas,Traffic Commute Time Index,42.36
Serbia,2016,Europe,Traffic Commute Time Index,28.37
Turkey,2016,Asia,Traffic Commute Time Index,48.05
Mexico,2016,Americas,Traffic Commute Time Index,37.06
Lithuania,2016,Europe,Traffic Commute Time Index,30.24
Colombia,2016,Americas,Traffic Commute Time Index,44.24
North Macedonia,2016,Europe,Traffic Commute Time Index,40.68
India,2016,Asia,Traffic Commute Time Index,45.98
Hong Kong,2016,Asia,Traffic Commute Time Index,46.4
Brazil,2016,Americas,Traffic Commute Time Index,46.12
China,2016,Asia,Traffic Commute Time Index,44.09
Iran,2016,Asia,Traffic Commute Time Index,48.15
Pakistan,2016,Asia,Traffic Commute Time Index,36.85
Singapore,2016,Asia,Traffic Commute Time Index,43.43
Egypt,2016,Africa,Traffic Commute Time Index,50.85
Russian Federation,2016,Europe,Traffic Commute Time Index,49.13
Ukraine,2016,Europe,Traffic Commute Time Index,39.95
Indonesia,2016,Asia,Traffic Commute Time Index,41.4
Philippines,2016,Asia,Traffic Commute Time Index,45.97
Thailand,2016,Asia,Traffic Commute Time Index,43.09
Malaysia,2016,Asia,Traffic Commute Time Index,39.77
Switzerland,2015,Europe,Traffic Commute Time Index,25.63
Germany,2015,Europe,Traffic Commute Time Index,31.08
Sweden,2015,Europe,Traffic Commute Time Index,26.9
United States of America,2015,Americas,Traffic Commute Time Index,35.96
Finland,2015,Europe,Traffic Commute Time Index,33.17
Denmark,2015,Europe,Traffic Commute Time Index,27.85
Austria,2015,Europe,Traffic Commute Time Index,25.86
Australia,2015,Oceania,Traffic Commute Time Index,36.25
Canada,2015,Americas,Traffic Commute Time Index,38.88
New Zealand,2015,Oceania,Traffic Commute Time Index,28.1
Norway,2015,Europe,Traffic Commute Time Index,25.3
Saudi Arabia,2015,Asia,Traffic Commute Time Index,26.14
Japan,2015,Asia,Traffic Commute Time Index,51.05
Netherlands,2015,Europe,Traffic Commute Time Index,35.45
Turkmenistan,2015,Asia,Traffic Commute Time Index,11.75
United Kingdom,2015,Europe,Traffic Commute Time Index,34
Cyprus,2015,Asia,Traffic Commute Time Index,19
United Arab Emirates,2015,Asia,Traffic Commute Time Index,29.9
Ireland,2015,Europe,Traffic Commute Time Index,32.6
Qatar,2015,Asia,Traffic Commute Time Index,29.27
Estonia,2015,Europe,Traffic Commute Time Index,22.44
France,2015,Europe,Traffic Commute Time Index,28.6
Belgium,2015,Europe,Traffic Commute Time Index,26.69
Spain,2015,Europe,Traffic Commute Time Index,28.91
Slovenia,2015,Europe,Traffic Commute Time Index,18.82
Portugal,2015,Europe,Traffic Commute Time Index,28.2
Czech Republic,2015,Europe,Traffic Commute Time Index,31.47
Puerto Rico,2015,Americas,Traffic Commute Time Index,32
Kuwait,2015,Asia,Traffic Commute Time Index,25
Israel,2015,Asia,Traffic Commute Time Index,41.25
South Korea,2015,Asia,Traffic Commute Time Index,31.33
Lithuania,2015,Europe,Traffic Commute Time Index,31.33
Croatia,2015,Europe,Traffic Commute Time Index,30.5
Singapore,2015,Asia,Traffic Commute Time Index,44.07
South Africa,2015,Africa,Traffic Commute Time Index,42.98
Poland,2015,Europe,Traffic Commute Time Index,34.67
Slovakia,2015,Europe,Traffic Commute Time Index,30.4
Italy,2015,Europe,Traffic Commute Time Index,35.91
Latvia,2015,Europe,Traffic Commute Time Index,24
Greece,2015,Europe,Traffic Commute Time Index,33.18
Hungary,2015,Europe,Traffic Commute Time Index,30.12
Uruguay,2015,Americas,Traffic Commute Time Index,45
Taiwan,2015,Asia,Traffic Commute Time Index,28.25
Panama,2015,Americas,Traffic Commute Time Index,28.12
Malaysia,2015,Asia,Traffic Commute Time Index,39.4
Mexico,2015,Americas,Traffic Commute Time Index,36.89
Bahrain,2015,Asia,Traffic Commute Time Index,27
Romania,2015,Europe,Traffic Commute Time Index,30.69
Hong Kong,2015,Asia,Traffic Commute Time Index,46.25
Turkey,2015,Asia,Traffic Commute Time Index,46.32
India,2015,Asia,Traffic Commute Time Index,45.24
Argentina,2015,Americas,Traffic Commute Time Index,41.39
Bosnia And Herzegovina,2015,Europe,Traffic Commute Time Index,21.9
Belarus,2015,Europe,Traffic Commute Time Index,30.57
Bulgaria,2015,Europe,Traffic Commute Time Index,33.43
Chile,2015,Americas,Traffic Commute Time Index,40.83
Georgia,2015,Asia,Traffic Commute Time Index,38
Serbia,2015,Europe,Traffic Commute Time Index,27.79
Sri Lanka,2015,Asia,Traffic Commute Time Index,30.83
Armenia,2015,Asia,Traffic Commute Time Index,26.09
Colombia,2015,Americas,Traffic Commute Time Index,44.55
Thailand,2015,Asia,Traffic Commute Time Index,42.36
Kazakhstan,2015,Asia,Traffic Commute Time Index,41.8
Ecuador,2015,Americas,Traffic Commute Time Index,45.67
Dominican Republic,2015,Americas,Traffic Commute Time Index,27.5
Jordan,2015,Asia,Traffic Commute Time Index,51.4
Philippines,2015,Asia,Traffic Commute Time Index,45.5
Lebanon,2015,Asia,Traffic Commute Time Index,32.43
Brazil,2015,Americas,Traffic Commute Time Index,46.34
North Macedonia,2015,Europe,Traffic Commute Time Index,33.17
Russian Federation,2015,Europe,Traffic Commute Time Index,47.08
Indonesia,2015,Asia,Traffic Commute Time Index,41.63
Pakistan,2015,Asia,Traffic Commute Time Index,25.14
Ukraine,2015,Europe,Traffic Commute Time Index,40.04
China,2015,Asia,Traffic Commute Time Index,37.48
Kenya,2015,Africa,Traffic Commute Time Index,65.2
Nigeria,2015,Africa,Traffic Commute Time Index,58.67
Iran,2015,Asia,Traffic Commute Time Index,47.44
Cambodia,2015,Asia,Traffic Commute Time Index,33.33
Bangladesh,2015,Asia,Traffic Commute Time Index,58
Egypt,2015,Africa,Traffic Commute Time Index,56.85
Vietnam,2015,Asia,Traffic Commute Time Index,36.4
Mongolia,2015,Asia,Traffic Commute Time Index,36.86
Venezuela,2015,Americas,Traffic Commute Time Index,30.6
Switzerland,2014,Europe,Traffic Commute Time Index,24.55
United States of America,2014,Americas,Traffic Commute Time Index,37.13
Germany,2014,Europe,Traffic Commute Time Index,36.07
Sweden,2014,Europe,Traffic Commute Time Index,34.07
Finland,2014,Europe,Traffic Commute Time Index,37
Denmark,2014,Europe,Traffic Commute Time Index,25
Canada,2014,Americas,Traffic Commute Time Index,39.17
Australia,2014,Oceania,Traffic Commute Time Index,36.25
United Arab Emirates,2014,Asia,Traffic Commute Time Index,28.2
Austria,2014,Europe,Traffic Commute Time Index,24.5
New Zealand,2014,Oceania,Traffic Commute Time Index,26.57
Japan,2014,Asia,Traffic Commute Time Index,47.64
Norway,2014,Europe,Traffic Commute Time Index,24.5
Netherlands,2014,Europe,Traffic Commute Time Index,35.06
United Kingdom,2014,Europe,Traffic Commute Time Index,37.68
Estonia,2014,Europe,Traffic Commute Time Index,24.71
Ireland,2014,Europe,Traffic Commute Time Index,22.53
Kuwait,2014,Asia,Traffic Commute Time Index,17
Saudi Arabia,2014,Asia,Traffic Commute Time Index,23.33
France,2014,Europe,Traffic Commute Time Index,28.1
Belgium,2014,Europe,Traffic Commute Time Index,25.96
Slovenia,2014,Europe,Traffic Commute Time Index,20.67
Portugal,2014,Europe,Traffic Commute Time Index,28.91
Puerto Rico,2014,Americas,Traffic Commute Time Index,28.4
Spain,2014,Europe,Traffic Commute Time Index,32.03
Czech Republic,2014,Europe,Traffic Commute Time Index,33.08
Lithuania,2014,Europe,Traffic Commute Time Index,22
South Korea,2014,Asia,Traffic Commute Time Index,31.2
Taiwan,2014,Asia,Traffic Commute Time Index,27.6
South Africa,2014,Africa,Traffic Commute Time Index,41.31
Slovakia,2014,Europe,Traffic Commute Time Index,37.5
Croatia,2014,Europe,Traffic Commute Time Index,33.35
Poland,2014,Europe,Traffic Commute Time Index,35.32
Uruguay,2014,Americas,Traffic Commute Time Index,45
Israel,2014,Asia,Traffic Commute Time Index,46.38
Italy,2014,Europe,Traffic Commute Time Index,38.05
Malaysia,2014,Asia,Traffic Commute Time Index,38.7
Singapore,2014,Asia,Traffic Commute Time Index,47.82
Mexico,2014,Americas,Traffic Commute Time Index,38.96
Hungary,2014,Europe,Traffic Commute Time Index,34.83
Argentina,2014,Americas,Traffic Commute Time Index,45
India,2014,Asia,Traffic Commute Time Index,47.72
Greece,2014,Europe,Traffic Commute Time Index,36.98
Bosnia And Herzegovina,2014,Europe,Traffic Commute Time Index,22.56
Belarus,2014,Europe,Traffic Commute Time Index,24.83
Hong Kong,2014,Asia,Traffic Commute Time Index,47.73
Chile,2014,Americas,Traffic Commute Time Index,42.1
Serbia,2014,Europe,Traffic Commute Time Index,24.38
Turkey,2014,Asia,Traffic Commute Time Index,51.93
Romania,2014,Europe,Traffic Commute Time Index,33.29
Bulgaria,2014,Europe,Traffic Commute Time Index,34.69
Thailand,2014,Asia,Traffic Commute Time Index,32.82
Ecuador,2014,Americas,Traffic Commute Time Index,42.8
Kazakhstan,2014,Asia,Traffic Commute Time Index,40
